review,sentiment,review_clean,review_length,predicted_sentiment
"This unassuming, fairly routine series deserves credit in the TV history books for two reasons: it was the first to win an Emmy award for best syndicated series, and it was the very first show to come from the fabled studios of Republic Pictures, known for its low-budget but high-powered shoot-em-ups in the 30's and 40's.<br /><br />Republic was one of the first Hollywood studios to make a leap into the small screen, which was still in its infancy. But the studios' tenure as producer of TV pulp fiction would be brief. After this show, they would later dabble with the other format that they were known for, the adventure serial, with ""Commando Cody"", as well as other series, but like this one, they didn't last longer than 39 episodes. Also, Republic was in its last stages as a studio; it would finish out its tenure in Hollywood as rental stages for several Revue Studio series such as ""Soldiers of Fortune"", the original ""Dragnet"", and ""Kit Carson"", before finally shutting its doors in 1959.<br /><br />Anyway, ""Stories of the Century"" wasn't that bad of an oater, its calling card was tales based on authentic figures in Western history, mainly outlaws like Black Bart, Johnny Ringo, John Wesley Hardin, The Dalton Bros. and the like. The late Jim Davis, best known for his role as the Ewing patriarch in ""Dallas"", put in an amiable job in the lead role as Matt Clark, a fictional railroad detective who has to contend with said outlaws, played by veteran and soon-to-be veteran character actors.<br /><br />Two amazing facts here: The incidents would take place in different time lines, some in the 1880's, some at the turn of the century, but Clark never ages. And also, Matt has the good luck to saddle himself with two lovely female detectives as sidekicks, Frankie Adams, played by Mary Castle, and her replacement, Margaret ""Jonesy"" Jones, by Kristine Miller. The Lone Ranger could only wish for lady companionship. You can only spend such time with Tonto for so long.<br /><br />""Stories Of The Century"" is a Studio City TV production from Republic Pictures Corp. 39 episodes were made during 1954, all 39 of which are in public domain and on DVD.",positive,this unassuming fairly routine series deserves credit in the tv history books for two reasons it was the first to win an emmy award for best syndicated series and it was the very first show to come from the fabled studios of republic pictures known for its lowbudget but highpowered shootemups in the s and srepublic was one of the first hollywood studios to make a leap into the small screen which was still in its infancy but the studios tenure as producer of tv pulp fiction would be brief after this show they would later dabble with the other format that they were known for the adventure serial with commando cody as well as other series but like this one they didnt last longer than  episodes also republic was in its last stages as a studio it would finish out its tenure in hollywood as rental stages for several revue studio series such as soldiers of fortune the original dragnet and kit carson before finally shutting its doors in anyway stories of the century wasnt that bad of an oater its calling card was tales based on authentic figures in western history mainly outlaws like black bart johnny ringo john wesley hardin the dalton bros and the like the late jim davis best known for his role as the ewing patriarch in dallas put in an amiable job in the lead role as matt clark a fictional railroad detective who has to contend with said outlaws played by veteran and soontobe veteran character actorstwo amazing facts here the incidents would take place in different time lines some in the s some at the turn of the century but clark never ages and also matt has the good luck to saddle himself with two lovely female detectives as sidekicks frankie adams played by mary castle and her replacement margaret jonesy jones by kristine miller the lone ranger could only wish for lady companionship you can only spend such time with tonto for so longstories of the century is a studio city tv production from republic pictures corp  episodes were made during  all  of which are in public domain and on dvd,361,"The sentiment of the text is Positive. The reviewer is expressing admiration and appreciation for the series ""Stories of the Century."" They highlight its historical significance as the first syndicated series to win an Emmy and the first show produced by Republic Pictures, a studio known for its low-budget but impactful films. The reviewer also praises the show's use of authentic historical figures and its enduring appeal, noting that the episodes are available in the public domain and on DVD. Despite mentioning the show's short run and the studio's eventual decline, the overall tone is positive, focusing on the series' merits and its place in television history."
"Despite decades of tax incentives, in terms of international visibility the Canadian film industry still lags behind most central African and Islamic states (surprisingly few Canadian films are released outside their native shores), and Nouvelle-France aka Battle of the Brave is another example of why. More than any other country, commercial Canadian cinema seems unable to develop an identity of its own and is stuck in pale imitation of other countries' failures. On paper this historical drama could look vaguely promising. There's certainly a rich vein of untapped material in Canada's history as the French and English warred over and bought and sold the colony, though none of it makes the cut here unless you count the odd blink-and-you'll-miss-it scene of characters saying ""Wolfe is dead"" or ""Nouvelle-France is no more"" before getting back to the soap operatics. But while this isn't a history lesson, it isn't a drama or the epic adventure the new title promises either: there is no battle in the film unless you count 10 seconds of shelling by a half-dozen re-enactors and one collapsed shed. The town square that is all we ever see of Quebec is a rather obvious flatly lit studio interior, giving many scenes an old TV miniseries look, as does director Jean Beaudin's reluctance to offer much in the way of long shots or even exteriors. What you do get for your money is a simple but drawn-out Harlequin romance about doomed lovers constantly separated by events beyond their control where the biggest surprise is that Fabio doesn't turn up in the cast. It's the kind of film where whenever two characters are about to make the beast with two backs the camera pans over to a convenient raging fireplace or waterfall.<br /><br />An Anglo-Canadian-French co-production that doesn't so much unite once-warring nations as throw any country with a decent tax break into the stew, this massive box-office disaster was clearly intended to be Canada's Titanic - though someone neglected to tell the producers they meant the film, not the ship - but turns out more like Revolution done on the cheap without the battle scenes, crowds or the few moments that threaten to briefly work in the face of overwhelming odds. The Montreal Mirror described it as ""so bad that one can't even find the strength to mock it."" That's rather unfair, because while for most of its running time the film looks like a below-par 80s miniseries, the last half hour suddenly becomes very funny, with characters accidentally putting their legs in bear traps, dastardly husbands declaring ""You'll never see your handsome lover again, cuckold's honor! You'll pay for this, both of you!"" and our heroine accused of murder and - gasp! - witchcraft in a trial funny enough to have been in Demi Moore's version of The Scarlet Letter. Throw in caddish British governors, devious slaves and Celine Dion singing at the end and you've got something that at times almost feels like the kind of film that Timbo Hines was aspiring to (and still managed to miss wildly) with his legendarily inept period version of War of the Worlds, albeit without the staggering technical incompetence.<br /><br />Leading man David La Haye's versatility seems limited to the number of other actors he can look like throughout the course of the film: he starts out looking like Andy Garcia, briefly adopts the Al Pacino Revolution look, flirts with the clean-shaven Tchéky Karyo style before turning into a younger Ted Danson as his character ages. While his opening scene where he reacts to news of his father's death with an expression that looks like he's waiting for the director to tell him he can go home now promises a feast of bad acting, in reality he gives the impression more of a mediocre supporting actor who's lucked into a lead at the last minute when whoever was originally cast finally read the script and bailed. He shows willing and gives it a go but the grace and charisma the part needs just isn't there. Billie Piper lookalike Noemie Godin-Vigneau's leading lady doesn't exactly set the screen alight either despite occupying center-stage as the peasant girl who is the prey of giggly Vincent Perez's corrupt and perverted Intendant Le Bigot (that really is the character's name), the duplicitous goateed drunken lackey Sebastien Huberdeau and, saddest of all, Gerard Depardieu's bedridden revolutionary dirty old priest in a manky grey-haired wig. It's a truly pitiful sight to see a once great actor at the absolute rock bottom of his game as he shuffles through the motions looking like he's not just lost the will to act but the will to live along with it. He clearly couldn't be bothered to stick around for the English dubbing sessions (or even a couple of long shots where he is very noticeably doubled). Small wonder he talked of retiring around the time of the film's brief release.<br /><br />Some brief comic relief is provided by Jason Isaacs in his default Patriot mode who overplays Wolfe of Quebec rather like an asthmatic Alf Garnett/Archie Bunker played by Timothy Dalton on speed while Tim Roth's William Pitt stands on the sidelines with the occasional bemused smile of one who's being put up in a rather nice hotel with excellent room service and plenty of days off, though like Colm Meaney's Benjamin Franklin they're both in the film for less than three minutes. (Voltaire and Madame Pompadour pop their heads around the door for a couple of minutes as well but fail to make any impression, comic or otherwise.) The supporting actresses are generally better: Juliette Gosselin and Bianca Gervais as the heroine's real and adopted daughters and a strikingly beautiful Irene Jacob looking for all the world like a young Fanny Ardant are all refreshingly good and deserve much better.",negative,despite decades of tax incentives in terms of international visibility the canadian film industry still lags behind most central african and islamic states surprisingly few canadian films are released outside their native shores and nouvellefrance aka battle of the brave is another example of why more than any other country commercial canadian cinema seems unable to develop an identity of its own and is stuck in pale imitation of other countries failures on paper this historical drama could look vaguely promising theres certainly a rich vein of untapped material in canadas history as the french and english warred over and bought and sold the colony though none of it makes the cut here unless you count the odd blinkandyoullmissit scene of characters saying wolfe is dead or nouvellefrance is no more before getting back to the soap operatics but while this isnt a history lesson it isnt a drama or the epic adventure the new title promises either there is no battle in the film unless you count  seconds of shelling by a halfdozen reenactors and one collapsed shed the town square that is all we ever see of quebec is a rather obvious flatly lit studio interior giving many scenes an old tv miniseries look as does director jean beaudins reluctance to offer much in the way of long shots or even exteriors what you do get for your money is a simple but drawnout harlequin romance about doomed lovers constantly separated by events beyond their control where the biggest surprise is that fabio doesnt turn up in the cast its the kind of film where whenever two characters are about to make the beast with two backs the camera pans over to a convenient raging fireplace or waterfallan anglocanadianfrench coproduction that doesnt so much unite oncewarring nations as throw any country with a decent tax break into the stew this massive boxoffice disaster was clearly intended to be canadas titanic  though someone neglected to tell the producers they meant the film not the ship  but turns out more like revolution done on the cheap without the battle scenes crowds or the few moments that threaten to briefly work in the face of overwhelming odds the montreal mirror described it as so bad that one cant even find the strength to mock it thats rather unfair because while for most of its running time the film looks like a belowpar s miniseries the last half hour suddenly becomes very funny with characters accidentally putting their legs in bear traps dastardly husbands declaring youll never see your handsome lover again cuckolds honor youll pay for this both of you and our heroine accused of murder and  gasp  witchcraft in a trial funny enough to have been in demi moores version of the scarlet letter throw in caddish british governors devious slaves and celine dion singing at the end and youve got something that at times almost feels like the kind of film that timbo hines was aspiring to and still managed to miss wildly with his legendarily inept period version of war of the worlds albeit without the staggering technical incompetenceleading man david la hayes versatility seems limited to the number of other actors he can look like throughout the course of the film he starts out looking like andy garcia briefly adopts the al pacino revolution look flirts with the cleanshaven tchky karyo style before turning into a younger ted danson as his character ages while his opening scene where he reacts to news of his fathers death with an expression that looks like hes waiting for the director to tell him he can go home now promises a feast of bad acting in reality he gives the impression more of a mediocre supporting actor whos lucked into a lead at the last minute when whoever was originally cast finally read the script and bailed he shows willing and gives it a go but the grace and charisma the part needs just isnt there billie piper lookalike noemie godinvigneaus leading lady doesnt exactly set the screen alight either despite occupying centerstage as the peasant girl who is the prey of giggly vincent perezs corrupt and perverted intendant le bigot that really is the characters name the duplicitous goateed drunken lackey sebastien huberdeau and saddest of all gerard depardieus bedridden revolutionary dirty old priest in a manky greyhaired wig its a truly pitiful sight to see a once great actor at the absolute rock bottom of his game as he shuffles through the motions looking like hes not just lost the will to act but the will to live along with it he clearly couldnt be bothered to stick around for the english dubbing sessions or even a couple of long shots where he is very noticeably doubled small wonder he talked of retiring around the time of the films brief releasesome brief comic relief is provided by jason isaacs in his default patriot mode who overplays wolfe of quebec rather like an asthmatic alf garnettarchie bunker played by timothy dalton on speed while tim roths william pitt stands on the sidelines with the occasional bemused smile of one whos being put up in a rather nice hotel with excellent room service and plenty of days off though like colm meaneys benjamin franklin theyre both in the film for less than three minutes voltaire and madame pompadour pop their heads around the door for a couple of minutes as well but fail to make any impression comic or otherwise the supporting actresses are generally better juliette gosselin and bianca gervais as the heroines real and adopted daughters and a strikingly beautiful irene jacob looking for all the world like a young fanny ardant are all refreshingly good and deserve much better,961,"The sentiment of this text is Negative. The reviewer expresses strong disappointment and criticism towards the Canadian historical drama ""Nouvelle-France"" (also known as ""Battle of the Brave""). They criticize various aspects of the film including its lack of originality, poor production quality, weak acting, and a script that fails to live up to its promises. The reviewer finds humor only in the latter part of the film, but even this is described as unintentional and poorly executed. Overall, the reviewer's tone and language convey a clear negative sentiment towards the movie."
Hello Dave Burning Paradise is a film for anyone who likes Jackie Chan and Indiana Jones. The films main protagonist is most definitely the bastard son of these two strange fathers. As for the other characters well they are familiar transformations of similar action film stereotypes. Where this film is original is in the blending of the traditional Hong Kong movie style with the Hollywood action adventure. Sadly this has not been true of the films he has made in Hollywood.,positive,hello dave burning paradise is a film for anyone who likes jackie chan and indiana jones the films main protagonist is most definitely the bastard son of these two strange fathers as for the other characters well they are familiar transformations of similar action film stereotypes where this film is original is in the blending of the traditional hong kong movie style with the hollywood action adventure sadly this has not been true of the films he has made in hollywood,81,"Positive. The sentiment of the text is positive. The reviewer expresses admiration for the film ""Burning Paradise"", comparing its protagonist favorably to Jackie Chan and Indiana Jones. They also appreciate the film's unique blend of Hong Kong movie style and Hollywood action adventure, despite the reviewer's criticism about the protagonist's Hollywood films not capturing this blend. Overall, the positive comments and favorable comparisons indicate a positive sentiment towards the movie."
"1933 seemed to be a great year for satires (""Duck Soup"" for instance) and this one fits in well even though it is about the obsession with contract bridge. The tone is like a humorous piece from The New Yorker, appropriate, since the film begins with the ""Goings On About Town"" page of that magazine. The only thing odd is the casting. Made a few years later William Powell and Myrna Loy would have been perfect. However, after 1934, you wouldn't have had adultery handled in such a sophisticated fashion, the young and beautiful Loretta Young in some shear and slinky outfits, or a group of prostitutes listening to a bridge contest on radio. Even if you know nothing about bridge, you may still want to check out a rare example of Hollywood satire.",positive,seemed to be a great year for satires duck soup for instance and this one fits in well even though it is about the obsession with contract bridge the tone is like a humorous piece from the new yorker appropriate since the film begins with the goings on about town page of that magazine the only thing odd is the casting made a few years later william powell and myrna loy would have been perfect however after  you wouldnt have had adultery handled in such a sophisticated fashion the young and beautiful loretta young in some shear and slinky outfits or a group of prostitutes listening to a bridge contest on radio even if you know nothing about bridge you may still want to check out a rare example of hollywood satire,132,"The sentiment of the text can be classified as Positive. The reviewer expresses admiration for the film, particularly its satirical nature and humor, comparing it favorably to ""Duck Soup."" They appreciate the sophisticated handling of adultery and the unique portrayal of characters like Loretta Young and a group of prostutes. The reviewer also highlights the film's rarity as an example of Hollywood satire, suggesting it might appeal to a broad audience. Despite mentioning that William Powell and Myrna Loy would have been a better cast a few years later, this doesn't detract from the overall positive sentiment towards the film."
"What happens when someone has so much social anxiety that they cease to function? How alone can one man get? When the mundane crap we have to do in order to be part of society gets to be too much, what happens? Frownland explores these questions. Definitely a startling original debut from Bronstein. The tone is strange and claustrophobic as we get inside the mind of a guy named Keith that is so messed up he can hardly form a proper sentence. We follow him around as he tries to make contact with people and function day to day. Most of us have known people like this- people that say ""sorry"" too much or ""i appreciate it"" when there's nothing to appreciate. So we know there are people out there like this but why would someone want to make a movie about them? Well, because its interesting and Bronstein and the lead actor, Dore Mann, do an excellent job. This film is about as un-commercial as a film can get. A few friends filmed it over the course of a few years as they saved money. It was shot on 16mm and the scratched film look is beautifully low budget. With no distributer, this may be a tough one to find, I think it's been screening randomly for the past year or so. Hopefully it'll be on DVD at some point. I saw it at the Silent Movie Theater here in LA. There were 10 people in the audience, among them Crispin Glover, if that tells you anything about how weird this movie is. Highly recommended.",positive,what happens when someone has so much social anxiety that they cease to function how alone can one man get when the mundane crap we have to do in order to be part of society gets to be too much what happens frownland explores these questions definitely a startling original debut from bronstein the tone is strange and claustrophobic as we get inside the mind of a guy named keith that is so messed up he can hardly form a proper sentence we follow him around as he tries to make contact with people and function day to day most of us have known people like this people that say sorry too much or i appreciate it when theres nothing to appreciate so we know there are people out there like this but why would someone want to make a movie about them well because its interesting and bronstein and the lead actor dore mann do an excellent job this film is about as uncommercial as a film can get a few friends filmed it over the course of a few years as they saved money it was shot on mm and the scratched film look is beautifully low budget with no distributer this may be a tough one to find i think its been screening randomly for the past year or so hopefully itll be on dvd at some point i saw it at the silent movie theater here in la there were  people in the audience among them crispin glover if that tells you anything about how weird this movie is highly recommended,265,"Positive

The sentiment of the text is positive. The reviewer expresses admiration for the film ""Frownland,"" directed by Ronald Bronstein and starring Dore Mann. They describe it as a ""startling original debut,"" ""interesting,"" and ""highly recommended."" The reviewer appreciates the unique, claustrophobic tone and the authentic portrayal of a socially anxious character. Despite the challenging subject matter and unconventional production, the reviewer finds value in the film, praising both the director and lead actor's performances. The reviewer also seems to appreciate the low-budget aesthetic of the film. The only potentially negative note is the difficulty in finding the film, but even this is framed positively as a testament to its unique nature."
"What seemed as a good premise for a movie...unfortunately it fails to deliver on nearly every level. Very hard to follow at the start of the movie I actually found myself fighting the urge to turn it off the biggest problem from a visual aspect is the fact that the camera work is simply over the top with so many ""arty"" splicings and semi-subliminal cuts throughout the movie that actually distracts you from the from the overall story. It really tries too hard to immerse you in the moment and build to a suspenseful ending but the movie just has so many half conceived characters and non relevant script it just leaves you feeling disappointed and confused as to why they tried to go so deep with it.",negative,what seemed as a good premise for a movieunfortunately it fails to deliver on nearly every level very hard to follow at the start of the movie i actually found myself fighting the urge to turn it off the biggest problem from a visual aspect is the fact that the camera work is simply over the top with so many arty splicings and semisubliminal cuts throughout the movie that actually distracts you from the from the overall story it really tries too hard to immerse you in the moment and build to a suspenseful ending but the movie just has so many half conceived characters and non relevant script it just leaves you feeling disappointed and confused as to why they tried to go so deep with it,128,"The sentiment of this text is Negative. The reviewer expresses disappointment and confusion about the movie, criticizing its poor storyline, confusing plot, over-the-top camera work, and underdeveloped characters. They found it hard to follow and ultimately felt disappointed."
"Ingrid Bergman (Cleo Dulaine) has never been so beautiful. Gary Cooper as ""Cleent"" so perfectly cast as a laconic Texan who knows this gal is up to no good. When the two lock eyes at the French Market, we know this match will be full of sparks. When they stroll in her garden in her restored French Quarter house and the love theme plays it is a dream for all us romantics.<br /><br />The costumes are lovely; the set decoration makes you wish the ""Quarter"" was just that way. And that Saratoga still had that hotel with the wide veranda with all the old biddies gossiping.<br /><br />From Edna Ferbers novel, the story is of revenge for old wrongs and the fights over who would run the railroads in the early days of that industry.<br /><br />In the Saratoga scenes, Florence Bates as a grand dame steals every scene.<br /><br />But it is the scene of Cleo taking on the little lawyer her New Orleans relatives have sent to buy her off that is a Magic Movie Moment. After Cleo has bested him in the negotiations, he looks at her with longing and says ""may I say - you are very-beautiful"". And Cleo with a happy, wicked smile says ""yes, isn't it lucky."" You want to shout ""YES""!!!<br /><br />One of my all time favorite romantic films.",positive,ingrid bergman cleo dulaine has never been so beautiful gary cooper as cleent so perfectly cast as a laconic texan who knows this gal is up to no good when the two lock eyes at the french market we know this match will be full of sparks when they stroll in her garden in her restored french quarter house and the love theme plays it is a dream for all us romanticsthe costumes are lovely the set decoration makes you wish the quarter was just that way and that saratoga still had that hotel with the wide veranda with all the old biddies gossipingfrom edna ferbers novel the story is of revenge for old wrongs and the fights over who would run the railroads in the early days of that industryin the saratoga scenes florence bates as a grand dame steals every scenebut it is the scene of cleo taking on the little lawyer her new orleans relatives have sent to buy her off that is a magic movie moment after cleo has bested him in the negotiations he looks at her with longing and says may i say  you are verybeautiful and cleo with a happy wicked smile says yes isnt it lucky you want to shout yesone of my all time favorite romantic films,216,"Positive

The sentiment of the text is positive. The reviewer expresses admiration for the film, praising the performances (Ingrid Bergman, Gary Cooper), the costumes, set decoration, and the adaptation from Edna Ferber's novel. They describe specific scenes as ""magic"" and express excitement, calling it ""one of my all-time favorite romantic films."" There are no negative comments or criticisms in the text."
"It is not an easy film to watch - it is over three and a half hours long and it is composed entirely of conversations. Yet it is so incredibly compelling and ruthlessly observational of the human character, that it is, in my humble opinion, one of the very greatest films of all time.<br /><br />The film is depressing, cynical and cruel. (If you want something uplifting, see Jacques Rivette's fantastic Céline and Julie Go Boating, which was made around the same time). It shows the idealism of the late 1960s to be nothing different from the society that it was trying to change.<br /><br />It involves a supposedly liberated ménage-à-trois between Alexandre (played by Jean-Pierre Leaud), Marie (Bernadette Lafont) and Veronika (Francoise Lebrun). Yet Alexandre is shown to be as chauvinistic and jealous as any other man. The women are exposed as being willingly subservient and defining their femininity through the male gaze.<br /><br />The film is an extremely icy end to the highly revolutionary French New Wave. This movement was one of the most significant movements in film history and had a profound effect on cinema as we know it. Jean-Pierre Leaud was one of the key actors of the New Wave, having starred (among other films) in the influential Les Quatres Cent Coups (1959) by Francois Truffaut as a rebellious teenager. Director Jean Eustache is not as well known as other directors from the New Wave, but he should be.<br /><br />There is no improvisation (unlike in John Cassavetes's similar films made in the US) and the dialogue comes from real-life conversations. The film is resonant with Eustache's personal experiences. For example, Francoise Lebrun was a former lover of Eustache. Eustache himself committed suicide in 1981 and the real-life person that the character Marie was based on, did too. The anger and bitterness all culminate in a harrowing monologue by Veronika delivered directly to the audience, breaking down the coldly objective nature of the rest of the film. This mesmerising, personal, and honest filmic statement remains one of the most revealing films of human nature around.",positive,it is not an easy film to watch  it is over three and a half hours long and it is composed entirely of conversations yet it is so incredibly compelling and ruthlessly observational of the human character that it is in my humble opinion one of the very greatest films of all timethe film is depressing cynical and cruel if you want something uplifting see jacques rivettes fantastic cline and julie go boating which was made around the same time it shows the idealism of the late s to be nothing different from the society that it was trying to changeit involves a supposedly liberated mnagetrois between alexandre played by jeanpierre leaud marie bernadette lafont and veronika francoise lebrun yet alexandre is shown to be as chauvinistic and jealous as any other man the women are exposed as being willingly subservient and defining their femininity through the male gazethe film is an extremely icy end to the highly revolutionary french new wave this movement was one of the most significant movements in film history and had a profound effect on cinema as we know it jeanpierre leaud was one of the key actors of the new wave having starred among other films in the influential les quatres cent coups  by francois truffaut as a rebellious teenager director jean eustache is not as well known as other directors from the new wave but he should bethere is no improvisation unlike in john cassavetess similar films made in the us and the dialogue comes from reallife conversations the film is resonant with eustaches personal experiences for example francoise lebrun was a former lover of eustache eustache himself committed suicide in  and the reallife person that the character marie was based on did too the anger and bitterness all culminate in a harrowing monologue by veronika delivered directly to the audience breaking down the coldly objective nature of the rest of the film this mesmerising personal and honest filmic statement remains one of the most revealing films of human nature around,338,"The sentiment of this text is Mixed. 

While the reviewer acknowledges the film's compelling nature, observational depth, and its place in cinematic history, they also express criticisms. The film is described as depressing, cynical, cruel, and chauvinistic. It's noted to be an icy end to the French New Wave movement, and the portrayal of the relationships and characters is seen as negative, with the women defined by their subservience to men and the men's chauvinistic behavior. The reviewer also mentions the tragic outcomes of the film's real-life inspirations and the anger and bitterness conveyed in the film. Despite praising the film's honesty and personal nature, the overall sentiment leans more towards the negative due to these critical observations."
"""Shore Leave"" is mostly an average Star Trek adventure. Nothing wrong with the episode, though. I simply think that this is not the best representation of what the show had to offer to fans. It is lightweight entertaining, nothing more. However, I'm glad to see that a TV show of this type had enough good sense to take a break from serious intergalactic conflicts. In this episode, Kirk decides to grant his crew some time off, and a landing party is beamed down to a planet that looks like the perfect place for a vacation. As usual, the planet is not as peaceful as it appears to be. There are some action and tense moments, but most of the story is played for laughs. Good, but unexceptional.",positive,shore leave is mostly an average star trek adventure nothing wrong with the episode though i simply think that this is not the best representation of what the show had to offer to fans it is lightweight entertaining nothing more however im glad to see that a tv show of this type had enough good sense to take a break from serious intergalactic conflicts in this episode kirk decides to grant his crew some time off and a landing party is beamed down to a planet that looks like the perfect place for a vacation as usual the planet is not as peaceful as it appears to be there are some action and tense moments but most of the story is played for laughs good but unexceptional,127,"The sentiment of the text can be classified as Mixed. While the reviewer acknowledges that ""Shore Leave"" is an ""average"" Star Trek adventure and ""lightweight entertaining,"" they also express a desire for more from the show, indicating a level of disappointment. They appreciate the break from serious conflicts and the comedic elements, but ultimately, they find the episode to be ""good but unexceptional."""
"The 3 stars are for Phillip Seymour Hoffman. Nothing else and no one else in this movie deserves even a wee smidgen of a star. Well, OK, Amy Adams deserves a wee smidgen, but the smidgenometer doesn't seem to be working, so I'll stick with 3. Tom Hanks...nothing. Julia Roberts...nothing. Mike Nichols...do you see a trend yet? Aaron Sorkin...OMG, not a chance. <br /><br />I could rant on for several paragraphs about the way Charlie Wilson's War glosses over history, morality, legitimacy and so on, but I don't think any such rant could outweigh the gushing of Aaron Sorkin fans. The rest of you, beware.Spend your movie money elsewhere.<br /><br />Still, if you're looking for a pithy comment, here's mine. You can put hot fudge sauce on a pile of garbage, but it changes nothing. Garbage is garbage and so is Charlie Wilson's War.",negative,the  stars are for phillip seymour hoffman nothing else and no one else in this movie deserves even a wee smidgen of a star well ok amy adams deserves a wee smidgen but the smidgenometer doesnt seem to be working so ill stick with  tom hanksnothing julia robertsnothing mike nicholsdo you see a trend yet aaron sorkinomg not a chance i could rant on for several paragraphs about the way charlie wilsons war glosses over history morality legitimacy and so on but i dont think any such rant could outweigh the gushing of aaron sorkin fans the rest of you bewarespend your movie money elsewherestill if youre looking for a pithy comment heres mine you can put hot fudge sauce on a pile of garbage but it changes nothing garbage is garbage and so is charlie wilsons war,138,"The sentiment of this text is Negative. The reviewer expresses strong disapproval for the movie ""Charlie Wilson's War"", particularly singling out Philip Seymour Hoffman for praise, while heavily criticizing the performances of Tom Hanks, Julia Roberts, Mike Nichols, and Aaron Sorkin. The reviewer also criticizes the film's historical accuracy and moral legitimacy. They advise others to spend their money elsewhere and conclude by comparing the movie to a pile of garbage, despite any attempts to sweeten it."
"I can catogoricaly and unequivocally say that in all my 51 years on this planet that is the worse (supposibly children's) film i have ever seen in my life.<br /><br />I took my three grand children to see it and even they were struggling to raise a smile during the all tortuous 90 mins. The sexual indendoes i will leave for another day but they were as tasteless as the film. They should pay YOU to watch it not you pay them. It's truly truly awful, there is no other way to describe it. The people that made this film should be brought to task for taking money under false pretences.<br /><br />Aplogise for my spelling mistakes but i am so upset that it spoilt the time i had with my grandchildren Regards, Stephen",negative,i can catogoricaly and unequivocally say that in all my  years on this planet that is the worse supposibly childrens film i have ever seen in my lifei took my three grand children to see it and even they were struggling to raise a smile during the all tortuous  mins the sexual indendoes i will leave for another day but they were as tasteless as the film they should pay you to watch it not you pay them its truly truly awful there is no other way to describe it the people that made this film should be brought to task for taking money under false pretencesaplogise for my spelling mistakes but i am so upset that it spoilt the time i had with my grandchildren regards stephen,128,"Negative. The sentiment of this text is overwhelmingly negative. The reviewer expresses strong disapproval and disappointment towards the children's film, using words like ""worst"", ""tortuous"", ""tasteless"", ""awful"", and suggests that the filmmakers should be held accountable for misleading audiences. The reviewer's clear distress and anger further underscore the negative sentiment."
"Dear SciFi Channel: How have you been? How was your summer? I've been OK, but I feel like our relationship isn't the same anymore and we're growing apart. I don't understand why you don't love me anymore. I've just finished watching your SciFi Channel Original ""Skeleton Man"" and, once again, you've shown a blatant lack of respect for my feelings by KILLING OFF EVERY HOT GIRL IN THIS MOVIE!!! I mean, I understand that you're just in this for instant gratification. All you care about is producing a movie where people get sliced and diced by a homicidal Indian spirit/creature/legend/whatever. So you really don't have time to put some thought and effort into anything else -- like finding a costume for Skeleton Man that doesn't make him like the gay lover of Skeletor from ""He-Man."" Seriously, his robe looks like a satin blanket sheet and his skull is smooth as a baby's behind, he almost looks like a killer Halloween-costume-for-a-6-year-old as he marches through the wilderness on a homicidal rampage. So we throw you a bone, because we're not looking for Oscar-winning performances, intriguing plot or realistic character reactions to the situations at hand. Because we realize that even though Michael Rooker, Caspar van Diem and all the girls are supposed to be trained Special Ops agents, they are all mysteriously transformed into Keystone Kops who can't shoot or see straight whenever Skeleton Man appears. And we also fully expect that nothing -- bullets, explosions, electrocution, nothing -- can kill Skeleton Man until there is one minute left in the movie and we need to find a way to tie things up neatly. We expect to see blood and guts. But you have a knack for taking the least attractive actress in the entire cast and making her the only female who survives. And quite honestly, I think you do it just to antagonize me. Because this movie, as silly as it is, has the potential to be a ""so-bad-it's-good"" classic and just killing off all the hotties ruins everything -- and forces me to lower its rating. All I ask is that once, just once, you take my feelings into account and let the sexiest girls survive the movie. Please.",negative,dear scifi channel how have you been how was your summer ive been ok but i feel like our relationship isnt the same anymore and were growing apart i dont understand why you dont love me anymore ive just finished watching your scifi channel original skeleton man and once again youve shown a blatant lack of respect for my feelings by killing off every hot girl in this movie i mean i understand that youre just in this for instant gratification all you care about is producing a movie where people get sliced and diced by a homicidal indian spiritcreaturelegendwhatever so you really dont have time to put some thought and effort into anything else  like finding a costume for skeleton man that doesnt make him like the gay lover of skeletor from heman seriously his robe looks like a satin blanket sheet and his skull is smooth as a babys behind he almost looks like a killer halloweencostumeforayearold as he marches through the wilderness on a homicidal rampage so we throw you a bone because were not looking for oscarwinning performances intriguing plot or realistic character reactions to the situations at hand because we realize that even though michael rooker caspar van diem and all the girls are supposed to be trained special ops agents they are all mysteriously transformed into keystone kops who cant shoot or see straight whenever skeleton man appears and we also fully expect that nothing  bullets explosions electrocution nothing  can kill skeleton man until there is one minute left in the movie and we need to find a way to tie things up neatly we expect to see blood and guts but you have a knack for taking the least attractive actress in the entire cast and making her the only female who survives and quite honestly i think you do it just to antagonize me because this movie as silly as it is has the potential to be a sobaditsgood classic and just killing off all the hotties ruins everything  and forces me to lower its rating all i ask is that once just once you take my feelings into account and let the sexiest girls survive the movie please,367,"Negative. The sentiment of this text is negative. The author expresses disappointment and frustration with the Sci-Fi Channel's original movie ""Skeleton Man"". They criticize the lack of thought put into the plot, character development, and costume design. The author also expresses a personal connection to the characters and feels hurt that all the ""hot girls"" were killed off. They conclude by asking for a change in the channel's approach to future movies, indicating a strong dissatisfaction with their current style."
